char 1, char2, index, text
Brienne (Brienne), Roose-Bolton (Lord-of-the-Dreadfort), 1021402, "said Brienne. "Tyrion-Lannister has promised us both girls for his brother."  That seemed to amuse the Lord-of-the-Dreadfort"
Tyrion-Lannister (Tyrion-Lannister), Roose-Bolton (Lord-of-the-Dreadfort), 1021402, "said Brienne. "Tyrion-Lannister has promised us both girls for his brother."  That seemed to amuse the Lord-of-the-Dreadfort"
Aerys-Targaryen (Aerys), Roose-Bolton (Lord-of-the-Dreadfort), 1022182, "Aerys."  " Tis scarcely chivalrous to threaten your host over his own cheese and olives;" the Lord-of-the-Dreadfort"
Edmure-Tully (Edmure-Tully), Eddard-Stark (Eddard-Stark), 1022567, "wedding gift of you to Edmure-Tully � or strike your head off; as your sister did for Eddard-Stark"
Roose-Bolton (Roose-Bolton), Brienne (Brienne), 1023069, "would want." Roose-Bolton beckoned to the boy. "Elmar; carve our guests a slice off the roast."  Brienne"
Brienne (Brienne), Jaime-Lannister (Ser-Jaime), 1023144, "the roast."  Brienne was served first; but made no move to eat. "My lord;" she said; "Ser-Jaime"
Jaime-Lannister (Ser-Jaime), Catelyn-Stark (Lady-Catelyn), 1023180, "first; but made no move to eat. "My lord;" she said; "Ser-Jaime is to be exchanged for Lady-Catelyn"
Catelyn-Stark (Lady-Stark), Robb-Stark (King-in-the-North), 1023474, "my lady."  The big wench rose to her feet. "I serve Lady-Stark."  "And I the King-in-the-North"
Jaime-Lannister (Ser-Jaime), Brienne (Brienne), 1023618, "call him. Who never wished to trade Ser-Jaime back to the Lannisters."  "Sit down and eat; Brienne"
Brienne (Brienne), Jaime-Lannister (Jaime), 1023626, "him. Who never wished to trade Ser-Jaime back to the Lannisters."  "Sit down and eat; Brienne;" Jaime"
Catelyn-Stark (Lady-Catelyn), Cersei-Lannister (Cersei), 1024005, "girl now; he thought. The goat evened the trade; though I doubt Lady-Catelyn will thank him when Cersei"
Roose-Bolton (Roose-Bolton), Brienne (Lady-Brienne), 1024214, "that as well; Ill wager.  Roose-Bolton cut his meat methodically; the blood running across his plate. "Lady-Brienne"
Brienne (Lady-Brienne), Jaime-Lannister (Ser-Jaime), 1024272, "running across his plate. "Lady-Brienne; will you sit if I tell you that I hope to send Ser-Jaime"
Jaime-Lannister (Ser-Jaime), Catelyn-Stark (Lady-Stark), 1024303, "you sit if I tell you that I hope to send Ser-Jaime on; just as you and Lady-Stark"
Vargo-Hoat (Lord-Vargo), Jaime-Lannister (Jaime), 1024500, ""It is. However; Lord-Vargo has created me one small � difficulty." He turned his pale eyes on Jaime"
Jaime-Lannister (Jaime), Vargo-Hoat (Hoat), 1024523, "created me one small � difficulty." He turned his pale eyes on Jaime. "Do you know why Hoat"
Vargo-Hoat (Hoat), Jaime-Lannister (Jaime), 1024604, "know why Hoat cut off your hand?"  "He enjoys cutting off hands." The linen that covered Jaime"
Jaime-Lannister (Jaime), Tywin-Lannister (Tywin-Lannister), 1025293, "the prize was poisoned."  "The curse of Harren the Black?" mocked Jaime.  "The curse of Tywin-Lannister"
Jaime-Lannister (Jaime), Vargo-Hoat (Lord-Vargo), 1025565, "father deals with betrayal."  "There are no Tarbecks or Reynes;" said Jaime.  "My point precisely. Lord-Vargo"
Jaime-Lannister (Jaime), Stannis-Baratheon (Lord-Stannis), 1025599, " "There are no Tarbecks or Reynes;" said Jaime.  "My point precisely. Lord-Vargo doubtless hoped that Lord-Stannis"
Vargo-Hoat (Lord-Vargo), Stannis-Baratheon (Lord-Stannis), 1025599, " "There are no Tarbecks or Reynes;" said Jaime.  "My point precisely. Lord-Vargo doubtless hoped that Lord-Stannis"
Stannis-Baratheon (Stannis), Renly-Baratheon (Renly), 1026083, "from my father."  "By now he has come to the same realization. With Stannis broken and Renly"
Renly-Baratheon (Renly), Tywin-Lannister (Lord-Tywin), 1026139, "the same realization. With Stannis broken and Renly dead; only a Stark victory can save him from Lord-Tywin"
Stannis-Baratheon (Stannis), Tywin-Lannister (Lord-Tywin), 1026139, "the same realization. With Stannis broken and Renly dead; only a Stark victory can save him from Lord-Tywin"
Tywin-Lannister (Lord-Tywin), Robb-Stark (King-Robb), 1026210, "Stark victory can save him from Lord-Tywin vengeance; but the chances of that grow perishingly slim."  "King-Robb"
Robb-Stark (King-Robb), Brienne (Brienne), 1026241, "from Lord-Tywin vengeance; but the chances of that grow perishingly slim."  "King-Robb has won every battle;" Brienne"
Tywin-Lannister (Lord-Tywin), Brienne (Brienne), 1026241, "from Lord-Tywin vengeance; but the chances of that grow perishingly slim."  "King-Robb has won every battle;" Brienne"
Rickard-Karstark (Lord-Rickard), Tywin-Lannister (Lord-Tywin), 1027367, "father so much the better; but he would have delivered you to Lord-Rickard no matter how much Lord-Tywin"
Aenys-Frey (Ser-Aenys), Edmure-Tully (Ser-Edmure), 1028232, "own men; and by Ser-Aenys and his Freys. No doubt he feared I might return you to Ser-Edmure"
Jaime-Lannister (Jaime), Cersei-Lannister (Cersei), 1028778, "my father that this stump is no work of yours." Jaime laughed. "My lord; send me to Cersei"
Walton (Walton), Catelyn-Stark (Lady-Catelyn), 1029525, "A soldier of iron loyalty. Walton will see you safe and whole to King Landing."  "Provided Lady-Catelyn"
Walton (Walton), Roose-Bolton (Lord-of-the-Dreadfort), 1029696, "wench. "My lord; your man Walton protection is welcome; but the girls are my charge."  The Lord-of-the-Dreadfort"
Sansa-Stark (Lady-Sansa), Tyrion-Lannister (dwarf), 1029811, "an uninterested glance. "The girls need not concern you any further; my lady. The Lady-Sansa is the dwarf"
Sansa-Stark (Lady-Sansa), Brienne (Brienne), 1029872, "lady. The Lady-Sansa is the dwarf wife; only the gods can part them now."  "His wife?" Brienne"
Tyrion-Lannister (dwarf), Brienne (Brienne), 1029872, "lady. The Lady-Sansa is the dwarf wife; only the gods can part them now."  "His wife?" Brienne"
Brienne (Brienne), Tyrion-Lannister (Imp), 1029897, "the dwarf wife; only the gods can part them now."  "His wife?" Brienne said; appalled. "The Imp"
Jaime-Lannister (Jaime), Sansa-Stark (Sansa-Stark), 1030075, "such an innocent. Jaime was almost as surprised; if truth be told; but he hid it better. Sansa-Stark"
Sansa-Stark (Sansa-Stark), Tyrion-Lannister (Tyrion), 1030112, "if truth be told; but he hid it better. Sansa-Stark; that ought to put a smile on Tyrion"
Tyrion-Lannister (Imp), Roose-Bolton (Lord-Bolton), 1030291, "� for a fortnight.  "What the Imp did or did not swear scarcely matters now;" said Lord-Bolton"
Roose-Bolton (Roose-Bolton), Jaime-Lannister (Ser-Jaime), 1030453, "wounded. Perhaps she finally felt the steel jaws of the trap when Roose-Bolton beckoned to his guards. "Ser-Jaime"
Vargo-Hoat (Lord-Vargo), Roose-Bolton (Lord-of-the-Dreadfort), 1030623, "you; I fear. It would be unconscionable of me to deprive Lord-Vargo of both his prizes." The Lord-of-the-Dreadfort"
Tyrion-Lannister (Tyrion), Gyles (Lord-Gyles), 1031014, "behind him; from amidst the ranks of gold cloaks drawn up across the road. Tyrion could hear Lord-Gyles"
Gyles (Gyles), Addam-Marbrand (Ser-Addam), 1031097, "hear Lord-Gyles coughing as well. He had not asked for Gyles; no more than hed asked for Ser-Addam"
Addam-Marbrand (Ser-Addam), Doran-Martell (Doran-Martell), 1031172, "hed asked for Ser-Addam or Jalabhar Xho or any of the rest; but his lord father felt Doran-Martell"
Doran-Martell (Doran-Martell), Tyrion-Lannister (dwarf), 1031206, "any of the rest; but his lord father felt Doran-Martell might take it ill if only a dwarf"
Tyrion-Lannister (dwarf), Joffrey-Baratheon (Joffrey), 1031261, "might take it ill if only a dwarf came out to escort him across the Blackwater.  Joffrey"
Tyrion-Lannister (Tyrion), Doran-Martell (Doran-Martell), 1031645, "One to do the shoeing; and eight to lift the horse up. Somehow Tyrion did not think Doran-Martell"
Bronn (Bronn), Tyrion-Lannister (Tyrion), 1032307, "you count?" he asked Bronn.  The sellsword knight shaded his eyes. "Eight � no; nine."  Tyrion"
Bronn (Bronn), Podrick-Payne (Pod), 1032334, " The sellsword knight shaded his eyes. "Eight � no; nine."  Tyrion turned in his saddle. "Pod"
Tyrion-Lannister (Tyrion), Podrick-Payne (Pod), 1032334, " The sellsword knight shaded his eyes. "Eight � no; nine."  Tyrion turned in his saddle. "Pod"
Podrick-Payne (Podrick-Payne), Joffrey-Baratheon (Joffrey), 1032503, "me which houses they represent."  Podrick-Payne edged his gelding closer. He was carrying the royal standard; Joffrey"
Joffrey-Baratheon (Joffrey), Bronn (Bronn), 1032562, "his gelding closer. He was carrying the royal standard; Joffrey great stag-and-lion; and struggling with its weight. Bronn"
Bronn (Bronn), Tyrion-Lannister (Tyrion), 1032574, "closer. He was carrying the royal standard; Joffrey great stag-and-lion; and struggling with its weight. Bronn bore Tyrion"
Joffrey-Baratheon (Joffrey), Tyrion-Lannister (Tyrion), 1032574, "closer. He was carrying the royal standard; Joffrey great stag-and-lion; and struggling with its weight. Bronn bore Tyrion"
Tyrion-Lannister (Tyrion), Podrick-Payne (Pod), 1032668, "Tyrion own banner; the lion of Lannister gold on crimson.  He getting taller; Tyrion realized as Pod"
Tyrion-Lannister (Tyrion), Bronn (Bronn), 1033314, "Prince of Dorne."  "My horse would have known that one;" said Tyrion dryly. "Give him another; Bronn"
Bronn (Bronn), Podrick-Payne (Pod), 1033373, "said Tyrion dryly. "Give him another; Bronn."  "There a purple flag with yellow balls."  "Lemons?" Pod"
Tyrion-Lannister (Tyrion), Podrick-Payne (Pod), 1033373, "said Tyrion dryly. "Give him another; Bronn."  "There a purple flag with yellow balls."  "Lemons?" Pod"
Podrick-Payne (Pod), Bronn (Bronn), 1033693, "vulture of Blackmont grasps a baby in its talons;" said Pod. "House Blackmont of Blackmont; ser."  Bronn"
Tyrion-Lannister (Tyrion), Bronn (Bronn), 1034611, "Red; with a black snake in its beak."  "Very good!" exclaimed Tyrion. "One more; lad."  Bronn"
Myrcella (Myrcella), Podrick-Payne (Pod), 1035344, "He wondered if it had been a mistake to ship Myrcella down to Sunspear.  "My lord;" Pod"
Myrcella (Myrcella), Tyrion-Lannister (Tyrion), 1035395, "ship Myrcella down to Sunspear.  "My lord;" Pod said; a little timidly; "there no litter."  Tyrion"
Podrick-Payne (Pod), Tyrion-Lannister (Tyrion), 1035395, "ship Myrcella down to Sunspear.  "My lord;" Pod said; a little timidly; "there no litter."  Tyrion"
Tyrion-Lannister (Tyrion), Doran-Martell (Doran-Martell), 1035455, "a little timidly; "there no litter."  Tyrion turned his head sharply. The boy was right.  "Doran-Martell"
Tyrion-Lannister (Tyrion), Doran-Martell (Prince-Doran), 1035606, "carved litter with silk hangings; and suns on the drapes."  Tyrion had heard the same talk. Prince-Doran"
Bronn (Bronn), Podrick-Payne (Pod), 1036034, "This waiting was intolerable. "Banners forward;" he snapped. "Well meet them." He kicked his horse. Bronn and Pod"
Doran-Martell (Prince-Doran), Joffrey-Baratheon (King-Joffrey), 1039184, "as sharply pointed as his nose. A salty Dornishmen for certain. "Prince-Doran has sent me to join King-Joffrey"
Oberyn-Martell (Prince-Oberyn-of-Dorne), Tyrion-Lannister (Tyrion), 1039349, "Grace will be most honored to have the counsel of a warrior as renowned as Prince-Oberyn-of-Dorne;" said Tyrion"
Ellaria-Sand (Ellaria-Sand), Tyrion-Lannister (Tyrion), 1040081, "toward a black-haired-woman to the rear; beckoning her forward. "And this is Ellaria-Sand; mine own paramour."  Tyrion"
Ellaria-Sand (Ellaria-Sand), Cersei-Lannister (Cersei), 1040139, "forward. "And this is Ellaria-Sand; mine own paramour."  Tyrion swallowed a groan. His paramour; and bastard-born; Cersei"
Tyrion-Lannister (Tyrion), Cersei-Lannister (Cersei), 1040139, "forward. "And this is Ellaria-Sand; mine own paramour."  Tyrion swallowed a groan. His paramour; and bastard-born; Cersei"
Doran-Martell (Prince-Doran), Oberyn-Martell (Prince-Oberyn), 1040456, "lady on the dais was like to take offense. Did Prince-Doran mean to provoke a quarrel?  Prince-Oberyn"
Oberyn-Martell (Prince-Oberyn), Ellaria-Sand (Ellaria), 1040520, "Prince-Doran mean to provoke a quarrel?  Prince-Oberyn wheeled his horse about to face his fellow Dornishmen. "Ellaria"
Ellaria-Sand (Ellaria), Joffrey-Baratheon (King-Joffrey), 1040571, "wheeled his horse about to face his fellow Dornishmen. "Ellaria; lords and ladies; sers; see how well King-Joffrey"
Joffrey-Baratheon (King-Joffrey), Tyrion-Lannister (Imp), 1040637, "how well King-Joffrey loves us. His Grace has been so kind as to send his own Uncle Imp"
Tyrion-Lannister (Imp), Bronn (Bronn), 1040671, "been so kind as to send his own Uncle Imp to bring us to his court."  Bronn"
Bronn (Bronn), Tyrion-Lannister (Tyrion), 1040705, "send his own Uncle Imp to bring us to his court."  Bronn snorted back laughter; and Tyrion"
Gyles (Gyles-of-Rosby), Addam-Marbrand (Ser-Addam-Marbrand), 1040992, "was his turn to name the names. "Let me present Ser Flement Brax; heir to Hornvale. Lord-Gyles-of-Rosby. Ser-Addam-Marbrand"
Kevan-Lannister (Kevan), Bronn (Ser-Bronn-of-the-Blackwater), 1041200, "Ser Harys Swyft; my uncle Kevan good father by marriage. Ser Merlon Crakehall. Ser Philip Foote and Ser-Bronn-of-the-Blackwater"
Bronn (Ser-Bronn-of-the-Blackwater), Stannis-Baratheon (Stannis-Baratheon), 1041269, "Ser Merlon Crakehall. Ser Philip Foote and Ser-Bronn-of-the-Blackwater; two heroes of our recent battle against the rebel Stannis-Baratheon"
Stannis-Baratheon (Stannis-Baratheon), Podrick-Payne (Podrick), 1041305, "and Ser-Bronn-of-the-Blackwater; two heroes of our recent battle against the rebel Stannis-Baratheon. And mine own squire; young Podrick"
Podrick-Payne (Podrick), Tyrion-Lannister (Tyrion), 1041367, "And mine own squire; young Podrick of House Payne." The names had a nice ringing sound as Tyrion"
Oberyn-Martell (Prince-Oberyn), Larra-Blackmont (Lady-Blackmont), 1041576, "those who accompanied Prince-Oberyn; as both of them knew full well.  "My lord of Lannister;" said Lady-Blackmont"
Tyrion-Lannister (Tyrion), Addam-Marbrand (Ser-Addam-Marbrand), 1041776, "on to the city?"  "At once; my lady." Tyrion turned his horse head; and called to Ser-Addam-Marbrand"
Addam-Marbrand (Ser-Addam), Oberyn-Martell (Oberyn-Nymeros-Martell), 1041985, "crisply at Ser-Addam command; and the column set off for the river and King Landing beyond.  Oberyn-Nymeros-Martell"
Addam-Marbrand (Ser-Addam), Tyrion-Lannister (Tyrion), 1041993, "at Ser-Addam command; and the column set off for the river and King Landing beyond.  Oberyn-Nymeros-Martell; Tyrion"
Oberyn-Martell (Oberyn-Nymeros-Martell), Tyrion-Lannister (Tyrion), 1041993, "at Ser-Addam command; and the column set off for the river and King Landing beyond.  Oberyn-Nymeros-Martell; Tyrion"
Tyrion-Lannister (Tyrion), Oberyn-Martell (Red-Viper-of-Dorne), 1042072, "Landing beyond.  Oberyn-Nymeros-Martell; Tyrion muttered under his breath as he fell in beside the man. The Red-Viper-of-Dorne"
Tyrion-Lannister (Tyrion), Oberyn-Martell (Prince-Oberyn), 1043464, "girls all over Dorne. The sand snakes; men called his daughters. So far as Tyrion had heard; Prince-Oberyn"
Tyrion-Lannister (Tyrion), Oberyn-Martell (Prince-Oberyn), 1043669, "in the Seven Kingdoms who will be less welcome at a Tyrell wedding; thought Tyrion. To send Prince-Oberyn"
Oberyn-Martell (Prince-Oberyn), Mace-Tyrell (Lord-Mace-Tyrell), 1043730, "at a Tyrell wedding; thought Tyrion. To send Prince-Oberyn to King Landing while the city still hosted Lord-Mace-Tyrell"
Tyrion-Lannister (Tyrion), Mace-Tyrell (Lord-Mace-Tyrell), 1043730, "at a Tyrell wedding; thought Tyrion. To send Prince-Oberyn to King Landing while the city still hosted Lord-Mace-Tyrell"
Tywin-Lannister (Lord-Tywin), Tyrion-Lannister (Tyrion), 1044988, "have found the Rock deep in mourning. His father especially. Lord-Tywin seldom spoke of his wife; but Tyrion"
Aerys-Targaryen (Aerys), Tywin-Lannister (Lord-Tywin-Lannister), 1045134, "love between them. In those days; his father had been Aerys Hand; and many people said that Lord-Tywin-Lannister"
